Customer_Id,Age,Income,Credit_Score,Region,Gender,Loan_Amount,Loan_Tenure,Default,Repayment_time,Loan_purpose,Gold_price_fluctuation,Gold_purity,Branch_location,Processing_time,Responded_to_promotion,Branch_size,Turnaround_time
5384,43,29597,688,Semi-urban,Female,442443,4,0,3,Business,1.46,19.76,Rural,26,0,5,11
5385,34,80067,773,Rural,Male,232871,6,0,6,Medical,8.13,20.47,Rural,12,0,3,36
5386,62,68022,680,Semi-urban,Male,354256,11,0,1,Personal,8.39,19.11,Semi_urban,14,0,9,43
5387,50,132673,423,Urban,Male,484425,1,0,3,Personal,-8.8,23.31,Semi_urban,16,0,4,14
5388,28,169854,371,Urban,Male,378673,2,0,8,Medical,2.64,18.56,Semi_urban,18,1,9,23
5389,58,71782,467,Semi-urban,Male,362944,4,0,3,Education,5.93,23.96,Urban,19,1,4,29
5390,64,130716,583,Semi-urban,Male,496494,10,1,1,Education,0.73,19.97,Urban,25,1,9,5
5391,21,138030,793,Rural,Male,269820,9,0,10,Business,-8.09,22.26,Semi_urban,17,0,4,31
5392,27,92036,335,Urban,Female,6215,8,0,9,Medical,-5.35,18.77,Urban,27,1,5,23
5393,26,55342,474,Semi-urban,Male,417077,10,1,2,Business,-3.73,20.93,Urban,27,0,5,1
5394,63,105745,498,Urban,Male,151932,8,0,7,Personal,3.26,18.24,Semi_urban,23,0,9,47
5395,58,172049,415,Semi-urban,Male,334944,11,0,8,Medical,-8.69,23.27,Urban,24,0,8,14
5396,61,77396,614,Rural,Male,167812,7,0,3,Medical,0.99,20.68,Rural,19,1,5,3
5397,35,134836,519,Rural,Male,389622,6,0,7,Personal,-7.82,22.46,Semi_urban,29,0,6,1
5398,54,126998,433,Urban,Female,137041,7,0,10,Business,-2.1,23.37,Rural,29,0,8,24
5399,49,70021,421,Urban,Male,306540,6,0,4,Personal,-1.49,18.41,Rural,27,1,6,21
5400,29,150672,720,Semi-urban,Female,5600,3,0,2,Business,-0.96,21.07,Rural,29,1,6,14
5401,57,138559,791,Semi-urban,Female,435439,6,0,4,Business,4.22,19.14,Rural,27,0,6,9
5402,37,86836,588,Semi-urban,Male,289469,7,0,8,Business,-8.38,18.41,Rural,26,1,7,30
5403,24,178147,352,Urban,Male,211132,6,0,2,Business,-4.64,21.73,Semi_urban,11,1,9,41
5404,48,181874,504,Rural,Male,138788,11,0,6,Business,2.82,18.68,Urban,23,0,7,8
5405,58,97017,647,Rural,Female,410924,2,0,10,Business,8.87,20.95,Urban,11,1,3,26
5406,53,122689,350,Urban,Male,495052,6,0,3,Business,2.42,19.18,Semi_urban,15,0,6,43
5407,62,100291,339,Rural,Female,284309,2,0,3,Education,7.67,19.19,Urban,28,0,9,37
5408,64,110450,549,Urban,Female,328296,1,0,6,Personal,9.37,21.14,Urban,25,0,7,4
5409,42,186664,517,Semi-urban,Male,268578,10,0,3,Personal,7.68,21.33,Urban,16,0,5,32
5410,24,76006,478,Urban,Male,19852,10,0,2,Business,9.44,18.02,Urban,13,1,5,11
5411,49,177341,482,Rural,Female,173178,10,0,2,Personal,5.54,21.0,Rural,27,0,6,8
5412,25,124268,463,Urban,Female,413181,5,0,3,Education,7.74,22.02,Urban,19,0,4,5
5413,63,70138,676,Urban,Male,161664,4,0,2,Personal,-0.17,22.07,Urban,11,1,9,11
5414,23,82398,796,Urban,Male,195635,9,0,6,Education,-3.09,23.1,Urban,27,1,9,30
5415,48,170946,760,Urban,Female,204310,9,0,4,Education,9.99,23.37,Rural,13,0,6,13
5416,42,77228,773,Rural,Female,393930,9,0,1,Business,-8.04,21.74,Urban,17,1,8,25
5417,25,82670,336,Semi-urban,Male,360072,3,0,3,Personal,9.16,20.89,Semi_urban,20,0,6,22
5418,51,145613,618,Rural,Female,25375,10,0,10,Personal,-1.38,19.22,Urban,21,0,4,28
5419,61,122071,711,Rural,Male,13651,3,0,11,Education,-9.55,18.76,Semi_urban,12,0,4,30
5420,37,130572,655,Semi-urban,Male,454900,3,0,3,Business,6.06,21.65,Rural,15,1,9,8
5421,34,158997,528,Rural,Male,86725,11,0,4,Business,-1.12,23.68,Rural,13,0,4,13
5422,59,23107,563,Semi-urban,Female,389077,10,0,6,Education,5.97,19.67,Urban,27,1,3,16
5423,51,106388,786,Semi-urban,Female,395633,5,0,1,Medical,-9.1,18.6,Urban,22,0,4,1
5424,28,115719,651,Urban,Female,87451,6,0,2,Medical,9.48,20.54,Urban,12,1,7,19
5425,56,138018,741,Rural,Male,138049,6,0,10,Personal,3.42,18.0,Urban,13,0,3,40
5426,29,47617,758,Semi-urban,Male,379285,3,0,3,Business,-9.04,21.32,Rural,21,0,6,26
5427,39,94258,324,Rural,Male,213077,2,0,5,Education,-9.91,18.3,Urban,24,1,9,19
5428,25,70075,430,Rural,Female,51828,6,0,11,Medical,1.88,23.59,Urban,20,0,9,10
5429,22,146998,669,Semi-urban,Male,57916,4,0,7,Business,9.53,23.22,Urban,20,0,9,21
5430,61,42631,735,Urban,Male,365738,9,0,1,Medical,0.48,18.69,Urban,20,1,4,33
5431,30,143120,523,Semi-urban,Male,338757,2,0,2,Education,-2.92,18.88,Urban,22,1,8,43
5432,62,117158,651,Urban,Female,455236,4,0,4,Business,8.78,23.72,Rural,24,1,7,1
5433,36,158955,784,Semi-urban,Female,57727,11,0,10,Business,9.68,22.88,Rural,24,0,4,41
5434,51,170780,496,Semi-urban,Female,132634,11,0,1,Medical,5.69,23.65,Urban,26,1,4,21
5435,23,66221,408,Urban,Female,320945,2,0,11,Business,4.36,20.01,Urban,10,0,3,20
5436,23,168269,519,Urban,Female,310579,5,0,1,Business,-9.96,18.67,Semi_urban,15,1,8,19
5437,36,172206,618,Rural,Female,77150,3,0,11,Education,-3.73,21.69,Semi_urban,16,1,7,21
5438,60,125922,381,Semi-urban,Female,462569,4,0,9,Medical,8.5,23.8,Urban,23,0,7,35
5439,38,53550,836,Rural,Male,382344,9,1,6,Business,-2.64,18.78,Urban,10,0,6,20
5440,24,34642,731,Rural,Male,462027,10,0,2,Personal,-3.31,22.91,Semi_urban,29,0,6,42
5441,51,171511,307,Urban,Male,367087,11,0,10,Personal,0.74,20.16,Semi_urban,15,0,7,35
5442,41,126093,448,Urban,Male,406662,5,0,7,Personal,-1.04,18.69,Urban,27,1,9,22
5443,25,175655,397,Rural,Female,108120,9,0,10,Business,7.18,20.75,Rural,18,1,5,34
5444,54,113885,400,Urban,Female,125537,5,0,6,Personal,-8.37,20.93,Rural,11,0,9,42
5445,41,99538,666,Semi-urban,Male,351701,10,0,11,Business,3.17,18.05,Rural,26,0,9,38
5446,20,82014,761,Urban,Male,252725,9,0,6,Business,3.94,20.85,Semi_urban,20,1,3,46
5447,39,39523,713,Urban,Female,54202,8,0,8,Education,7.6,21.88,Semi_urban,28,1,8,46
5448,41,130285,558,Semi-urban,Female,136871,1,0,10,Personal,-1.68,22.59,Urban,22,1,9,29
5449,30,125879,655,Urban,Female,455659,3,0,3,Education,-4.1,18.59,Urban,25,0,3,20
5450,32,110629,310,Rural,Male,277083,5,0,10,Medical,2.53,23.26,Urban,21,0,6,26
5451,61,96830,715,Rural,Female,228695,3,0,2,Medical,4.5,19.01,Urban,18,0,8,31
5452,22,65538,549,Rural,Male,175482,10,0,9,Business,-6.58,21.95,Rural,17,1,9,5
5453,28,67310,849,Urban,Female,462618,1,1,5,Business,-6.84,21.32,Semi_urban,23,1,9,38
5454,31,161980,421,Urban,Female,21620,11,0,6,Education,-4.73,23.28,Semi_urban,27,0,7,41
5455,42,135266,364,Urban,Male,447839,2,0,11,Business,-5.04,18.23,Semi_urban,18,0,9,4
5456,33,32699,601,Rural,Female,461077,2,0,7,Medical,5.01,19.15,Semi_urban,21,1,4,31
5457,52,86912,424,Urban,Male,367652,4,0,2,Education,0.61,18.73,Rural,26,0,5,38
5458,37,165327,611,Semi-urban,Female,101553,6,0,11,Personal,0.96,19.97,Urban,24,0,5,38
5459,60,99183,490,Urban,Female,405397,2,0,6,Medical,-9.71,20.03,Semi_urban,28,1,6,30
5460,28,80282,749,Rural,Male,308242,6,0,1,Business,9.89,18.53,Semi_urban,19,1,4,9
5461,42,78249,458,Semi-urban,Female,445394,11,1,9,Business,6.6,21.09,Semi_urban,13,0,4,36
5462,29,58176,652,Semi-urban,Female,196278,1,1,6,Education,-1.13,18.7,Urban,14,1,8,34
5463,38,28163,562,Rural,Female,49055,8,0,11,Business,-8.66,18.45,Semi_urban,16,0,3,25
5464,24,74210,705,Semi-urban,Female,25885,3,0,7,Medical,3.89,18.2,Urban,28,1,7,20
5465,42,143844,316,Semi-urban,Female,154168,8,0,5,Personal,0.7,23.57,Rural,21,1,4,47
5466,49,124587,559,Semi-urban,Female,30526,3,0,2,Personal,3.55,20.38,Semi_urban,14,0,7,27
5467,44,91979,654,Semi-urban,Female,421310,1,0,4,Personal,3.55,19.7,Urban,10,1,7,34
5468,47,98860,788,Semi-urban,Female,8796,4,0,5,Business,-6.91,20.89,Urban,14,0,6,46
5469,53,172215,513,Urban,Female,122061,3,0,11,Education,-3.42,18.95,Semi_urban,28,1,9,19
5470,64,24920,538,Rural,Male,260309,8,0,10,Personal,-9.64,20.44,Semi_urban,25,1,7,44
5471,44,102911,479,Rural,Female,353488,1,0,2,Personal,9.65,19.14,Urban,29,1,5,28
5472,29,57996,718,Urban,Female,494122,9,0,9,Business,6.13,19.83,Semi_urban,22,0,9,41
5473,33,162820,442,Urban,Female,59571,11,0,2,Education,8.58,23.55,Rural,16,0,5,22
5474,61,114071,616,Rural,Male,219691,9,0,2,Education,-9.12,18.89,Urban,12,0,9,39
5475,49,67252,543,Rural,Male,211936,6,0,2,Personal,0.01,20.84,Urban,21,0,4,43
5476,60,142734,531,Urban,Male,140182,5,0,2,Medical,4.95,21.97,Semi_urban,10,0,7,5
5477,44,157522,602,Urban,Male,483508,11,0,5,Education,-7.93,23.51,Urban,29,1,4,36
5478,33,72756,630,Semi-urban,Male,259585,5,0,7,Personal,5.54,23.54,Semi_urban,28,0,3,17
5479,54,70235,547,Urban,Male,184517,6,0,1,Medical,2.95,19.48,Semi_urban,24,1,7,28
5480,53,110546,582,Urban,Female,178915,7,0,9,Business,9.7,23.66,Semi_urban,29,1,3,44
5481,29,151092,586,Semi-urban,Male,35897,8,0,11,Personal,-7.18,19.99,Urban,28,1,9,29
5482,54,145802,331,Semi-urban,Female,239957,3,0,6,Business,2.59,23.37,Semi_urban,27,1,5,13
5483,30,128421,799,Rural,Female,146580,10,0,1,Personal,8.94,18.56,Semi_urban,29,0,9,37
5484,30,160736,829,Rural,Female,325616,1,0,1,Business,4.87,19.19,Semi_urban,19,0,4,29
5485,40,86635,680,Urban,Male,297510,5,0,9,Business,-3.28,18.47,Semi_urban,19,0,3,38
5486,40,43225,362,Semi-urban,Female,135564,11,0,9,Medical,-7.61,19.79,Semi_urban,28,1,7,46
5487,41,126885,427,Semi-urban,Female,56538,1,1,1,Education,9.28,23.24,Urban,19,1,8,3
5488,64,105333,827,Rural,Male,406799,2,0,1,Medical,-8.56,18.96,Semi_urban,21,1,6,47
5489,26,191297,462,Rural,Male,330772,8,1,5,Personal,9.5,19.35,Rural,29,1,4,37
5490,36,30807,550,Urban,Female,267312,3,0,5,Business,-3.93,19.3,Rural,13,1,9,37
5491,21,26402,594,Semi-urban,Male,360344,11,0,7,Personal,7.21,19.65,Rural,29,0,4,16
5492,31,24521,478,Rural,Male,70055,10,0,4,Business,1.09,18.11,Urban,18,0,9,25
5493,61,134693,528,Urban,Female,392076,4,0,10,Personal,8.25,20.54,Urban,21,1,8,18
5494,37,28382,693,Urban,Female,58117,11,0,1,Education,-1.47,23.86,Urban,28,0,4,17
5495,30,130996,695,Urban,Female,90128,6,0,6,Personal,7.0,20.69,Urban,28,1,3,11
5496,35,35065,371,Rural,Female,198130,8,0,10,Personal,-5.23,22.88,Semi_urban,16,0,4,3
5497,37,105470,617,Rural,Female,160628,1,0,3,Personal,-0.67,21.43,Rural,28,1,6,37
5498,54,34425,678,Rural,Female,247432,2,1,7,Medical,6.93,18.09,Rural,24,0,8,31
5499,45,33111,435,Rural,Female,319023,11,0,1,Personal,-7.63,21.51,Semi_urban,19,0,8,32
5500,35,191871,677,Rural,Female,265558,6,0,4,Medical,4.57,23.68,Urban,13,1,3,24
5501,25,73257,418,Semi-urban,Male,483645,8,0,10,Medical,-1.26,21.32,Semi_urban,14,1,5,47
5502,63,143990,829,Semi-urban,Male,291077,8,0,9,Medical,0.26,21.17,Rural,13,1,4,25
5503,62,147813,822,Semi-urban,Male,21159,3,0,10,Medical,1.58,22.02,Urban,18,1,5,11
5504,61,101046,686,Semi-urban,Male,419077,4,0,6,Business,-4.49,23.23,Semi_urban,28,0,5,24
5505,31,57851,568,Urban,Male,132457,10,0,2,Education,-8.07,21.39,Rural,18,0,4,28
5506,32,28816,823,Urban,Female,360682,4,0,6,Business,-9.63,20.44,Rural,28,1,5,46
5507,23,22175,846,Semi-urban,Male,411772,4,1,9,Personal,-1.38,18.22,Urban,23,1,6,44
5508,58,31341,785,Rural,Male,337400,2,0,11,Personal,-4.62,18.67,Rural,15,0,6,31
5509,21,83908,737,Semi-urban,Female,88633,6,1,1,Business,2.66,21.89,Rural,24,1,9,8
5510,45,176726,410,Semi-urban,Male,136002,8,1,5,Personal,4.32,21.71,Semi_urban,20,0,7,29
5511,46,79696,621,Urban,Female,388451,9,0,8,Medical,0.07,19.43,Rural,21,1,5,18
5512,46,103115,826,Rural,Male,40280,1,0,7,Education,2.38,22.31,Semi_urban,24,0,6,11
5513,34,50194,476,Urban,Male,294981,1,0,10,Personal,1.21,19.68,Rural,13,1,7,28
5514,27,185909,837,Rural,Female,189813,9,0,2,Medical,-9.91,19.83,Urban,29,0,3,44
5515,26,104358,772,Urban,Male,84370,11,0,8,Education,6.83,18.37,Semi_urban,14,1,5,2
5516,59,192648,687,Semi-urban,Male,437662,4,0,9,Personal,-8.81,21.3,Rural,15,0,5,5
5517,31,122548,397,Rural,Male,105982,11,0,10,Education,-1.79,19.73,Urban,21,0,4,9
5518,32,170799,710,Urban,Female,38049,7,0,8,Business,-7.78,22.91,Rural,29,1,7,37
5519,62,54579,674,Semi-urban,Female,435910,2,0,6,Business,3.25,22.81,Semi_urban,11,0,9,22
5520,36,116554,469,Urban,Female,218421,10,0,9,Personal,-3.49,18.77,Urban,15,0,3,21
5521,36,167627,355,Urban,Female,146892,1,0,8,Personal,-8.58,18.96,Urban,16,1,6,39
5522,55,73294,624,Urban,Female,198369,11,0,4,Business,-9.09,19.93,Rural,20,0,8,34
5523,40,69777,559,Semi-urban,Male,283149,7,0,6,Education,-5.26,21.49,Semi_urban,14,0,7,23
5524,27,156978,639,Rural,Male,230532,6,1,5,Medical,3.35,20.06,Semi_urban,18,0,4,37
5525,24,60751,703,Urban,Female,484794,3,0,10,Business,4.36,20.1,Semi_urban,17,1,8,3
5526,45,128750,831,Semi-urban,Female,223154,10,0,9,Personal,-7.43,18.84,Semi_urban,18,1,7,43
5527,35,94180,473,Urban,Male,446825,4,0,11,Business,-7.22,20.01,Urban,10,0,9,35
5528,55,51644,837,Rural,Female,127793,1,0,4,Business,1.86,20.82,Semi_urban,23,1,8,35
5529,47,53521,459,Urban,Male,450580,7,0,1,Personal,9.15,23.91,Rural,21,0,5,42
5530,48,31564,309,Semi-urban,Female,330118,9,0,11,Medical,1.06,23.03,Semi_urban,19,1,5,39
5531,31,125155,555,Urban,Female,75168,1,0,9,Personal,4.23,22.76,Urban,28,1,6,23
5532,56,178371,643,Urban,Male,245513,2,0,11,Personal,1.51,21.36,Rural,22,0,5,36
5533,49,199030,835,Rural,Male,113813,2,0,9,Business,-7.9,20.16,Urban,23,1,6,6
5534,42,164493,672,Rural,Female,443160,6,0,7,Medical,8.93,23.14,Semi_urban,13,0,5,13
5535,35,108747,734,Rural,Female,458992,5,0,5,Education,-8.56,20.08,Urban,26,1,8,47
5536,33,31202,345,Urban,Male,220655,6,0,11,Business,5.2,21.56,Semi_urban,28,1,9,44
5537,29,129407,354,Semi-urban,Male,440111,1,0,7,Education,9.59,19.54,Rural,14,0,7,47
5538,26,193257,377,Urban,Female,277678,6,0,9,Education,-3.62,22.66,Rural,21,0,6,35
5539,64,154757,790,Urban,Male,334368,11,0,3,Education,-6.57,21.09,Semi_urban,16,0,8,7
5540,56,110197,571,Urban,Female,92855,6,0,5,Personal,1.32,23.37,Semi_urban,10,0,7,46
5541,48,62637,849,Urban,Female,374522,7,0,3,Medical,5.9,21.41,Semi_urban,13,0,8,2
5542,22,169438,410,Rural,Female,245087,2,0,8,Personal,8.99,18.99,Urban,18,1,3,28
5543,34,44276,314,Rural,Female,5816,6,0,11,Medical,3.87,23.96,Urban,28,0,7,9
5544,55,100946,377,Rural,Female,262184,9,0,1,Personal,-3.28,21.01,Rural,24,0,3,43
5545,38,199311,800,Rural,Female,125876,9,0,4,Education,-0.11,19.5,Rural,28,1,4,44
5546,32,95214,717,Semi-urban,Female,392870,2,0,7,Education,5.22,19.98,Semi_urban,29,1,7,30
5547,61,175647,574,Urban,Male,103110,5,0,9,Education,5.76,18.73,Rural,16,0,8,7
5548,40,192473,793,Urban,Male,444151,7,0,10,Business,-8.51,18.44,Rural,14,1,5,38
5549,56,61230,496,Urban,Female,431661,5,0,11,Education,2.27,20.7,Semi_urban,26,0,5,18
5550,46,144086,675,Semi-urban,Male,146518,3,0,2,Personal,9.35,23.71,Urban,16,1,7,32
5551,48,149526,362,Semi-urban,Female,362483,1,0,9,Business,5.71,18.74,Urban,26,0,7,35
5552,39,174093,660,Rural,Female,412031,7,1,6,Education,-9.85,23.42,Semi_urban,13,0,3,19
5553,44,160521,843,Urban,Male,360239,8,0,7,Medical,-5.5,22.78,Semi_urban,22,1,5,12
5554,25,166729,409,Urban,Male,372680,6,0,4,Personal,-1.1,22.84,Rural,12,1,8,38
5555,55,55059,493,Semi-urban,Female,81042,7,0,5,Education,4.13,22.26,Rural,27,1,8,43
5556,21,21532,818,Urban,Male,7446,9,1,1,Personal,1.1,21.55,Rural,17,1,4,12
5557,41,122666,758,Semi-urban,Female,350952,2,0,4,Personal,-8.45,18.73,Urban,26,0,4,2
5558,51,101551,600,Rural,Male,137792,5,0,8,Personal,4.77,21.45,Urban,14,1,7,42
5559,35,188828,795,Semi-urban,Female,293623,3,1,6,Education,6.77,20.11,Rural,10,0,3,13
5560,37,91880,448,Urban,Female,463975,2,0,7,Personal,-5.88,18.63,Semi_urban,16,1,6,17
5561,24,126734,760,Semi-urban,Female,345632,3,1,1,Education,-8.65,22.82,Semi_urban,20,0,5,16
5562,55,133997,438,Semi-urban,Male,366382,4,0,7,Personal,5.82,21.28,Semi_urban,28,0,5,20
5563,49,185278,591,Rural,Female,63656,2,0,6,Medical,2.81,22.47,Urban,21,0,4,3
5564,64,72168,634,Urban,Female,301220,2,0,4,Education,6.07,20.88,Rural,21,0,4,43
5565,38,133123,483,Urban,Male,51265,8,0,2,Medical,1.33,21.31,Semi_urban,10,0,4,9
5566,42,175622,606,Rural,Male,37967,3,0,2,Business,-1.43,22.27,Urban,20,1,7,8
5567,53,157461,561,Semi-urban,Female,394623,3,0,7,Medical,9.26,19.48,Semi_urban,22,0,6,1
5568,32,107897,609,Semi-urban,Male,58258,4,0,3,Medical,5.6,23.08,Urban,19,1,6,23
5569,62,186919,643,Urban,Female,130764,11,0,2,Personal,-1.76,20.53,Rural,21,0,4,15
5570,48,124599,723,Semi-urban,Female,53625,5,0,10,Education,8.15,22.25,Semi_urban,24,0,7,18
5571,55,99239,813,Rural,Female,141146,3,1,3,Education,9.87,19.96,Urban,24,0,8,33
5572,41,38642,823,Urban,Male,261276,6,0,10,Education,-3.84,22.21,Rural,21,1,3,47
5573,55,126862,560,Semi-urban,Male,184202,10,0,2,Personal,7.85,18.26,Urban,26,0,8,18
5574,28,56509,661,Rural,Male,287521,3,0,11,Business,-9.09,23.58,Semi_urban,25,1,8,45
5575,58,99417,468,Rural,Female,93992,8,0,3,Medical,-5.71,22.72,Semi_urban,12,0,9,1
5576,38,69237,499,Urban,Female,58085,4,0,5,Medical,-6.78,21.99,Semi_urban,25,0,7,45
5577,57,166486,684,Urban,Female,44701,5,0,10,Personal,-2.87,19.94,Urban,17,0,8,45
5578,25,83176,611,Semi-urban,Male,55749,3,0,10,Personal,1.25,23.06,Semi_urban,25,0,5,32
5579,34,148633,611,Semi-urban,Male,381836,5,0,10,Business,4.4,22.61,Semi_urban,27,0,5,16
5580,39,99865,694,Semi-urban,Female,332225,11,0,5,Medical,8.06,20.72,Semi_urban,27,1,4,31
5581,28,137181,650,Rural,Male,275615,7,0,7,Business,-6.83,19.18,Semi_urban,25,1,6,27
5582,51,82059,327,Rural,Male,176430,3,0,10,Business,1.57,19.05,Semi_urban,24,0,6,5
5583,23,69150,432,Semi-urban,Male,401235,3,0,11,Personal,1.09,20.93,Urban,12,0,5,20
5584,37,108367,679,Urban,Male,108661,1,0,3,Business,-0.83,22.7,Semi_urban,16,1,5,13
5585,24,61091,827,Rural,Female,416964,2,1,11,Medical,3.89,22.29,Rural,17,0,4,13
5586,39,20903,586,Rural,Female,119814,4,1,3,Business,0.27,20.96,Semi_urban,29,0,6,39
5587,42,74235,583,Semi-urban,Female,33975,9,1,7,Medical,1.0,19.23,Urban,27,0,9,5
5588,30,75342,526,Urban,Male,474740,3,0,6,Business,8.07,19.44,Semi_urban,14,0,5,38
5589,56,193795,726,Rural,Male,173666,10,0,6,Personal,7.21,18.35,Semi_urban,14,1,8,33
5590,41,55572,326,Urban,Male,270393,5,0,4,Medical,1.55,19.06,Urban,22,1,9,20
5591,23,37610,631,Rural,Female,123589,9,0,11,Medical,-6.88,18.08,Urban,18,1,9,25
5592,48,54052,416,Urban,Male,66929,4,0,4,Business,9.17,22.05,Semi_urban,22,1,8,41
5593,63,118993,388,Urban,Female,296252,4,0,2,Medical,2.45,21.53,Semi_urban,26,0,4,45
5594,53,107063,421,Rural,Female,363036,6,0,11,Personal,6.15,23.93,Urban,23,1,3,19
5595,32,188622,332,Urban,Female,26541,7,0,6,Business,-8.9,22.58,Urban,22,0,9,22
5596,61,180083,697,Rural,Male,180733,11,0,10,Business,7.94,19.48,Semi_urban,11,1,9,36
5597,28,185836,824,Rural,Female,95594,6,0,11,Education,3.87,22.25,Urban,19,0,7,23
5598,61,117540,323,Urban,Female,286567,11,0,3,Education,3.71,18.07,Semi_urban,16,0,3,47
5599,50,73533,624,Rural,Male,91330,4,0,6,Medical,-7.8,23.92,Semi_urban,23,1,3,22
5600,26,175136,333,Urban,Female,63851,7,1,3,Personal,4.26,21.69,Rural,13,0,5,33
5601,23,143989,546,Rural,Male,425960,11,0,3,Education,-8.47,18.72,Rural,25,0,6,29
5602,38,140388,318,Urban,Female,128818,10,0,1,Education,-8.88,20.99,Semi_urban,24,0,5,13
5603,61,48702,329,Rural,Male,70552,3,0,5,Education,-3.49,23.64,Urban,17,1,3,43
5604,49,143482,348,Rural,Female,389836,3,0,2,Personal,-9.54,23.1,Urban,16,1,7,27
5605,50,28631,479,Semi-urban,Female,143155,7,0,10,Business,-6.81,19.79,Rural,23,1,3,4
5606,54,107388,669,Rural,Female,173915,6,1,2,Personal,4.52,20.38,Rural,13,0,8,28
5607,40,144798,694,Rural,Male,34118,2,0,9,Education,6.7,23.12,Semi_urban,10,1,5,11
5608,50,90043,795,Urban,Male,312478,1,0,2,Personal,-6.41,23.4,Semi_urban,22,1,4,40
5609,38,180053,730,Urban,Male,247115,6,0,11,Medical,6.47,23.49,Urban,20,1,5,31
5610,50,55764,506,Urban,Female,343585,9,0,2,Personal,-0.39,23.69,Rural,15,0,5,3
5611,51,149014,334,Urban,Male,181733,3,0,6,Medical,9.16,21.0,Rural,10,0,5,23
5612,21,133076,712,Semi-urban,Male,201527,9,0,10,Personal,-7.21,23.17,Urban,12,1,6,21
5613,29,119007,663,Semi-urban,Male,100918,6,1,11,Medical,-8.93,20.08,Urban,16,0,4,10
5614,21,44940,609,Urban,Male,322468,4,0,1,Business,6.9,23.03,Rural,15,0,6,22
5615,21,127418,578,Urban,Female,254377,10,0,8,Business,-2.76,20.08,Semi_urban,19,0,9,11
5616,43,91792,451,Urban,Female,194449,10,0,1,Education,-0.86,21.65,Semi_urban,24,0,8,5
5617,36,179504,526,Urban,Female,440987,10,0,9,Medical,0.24,20.81,Semi_urban,14,0,7,14
5618,51,28367,542,Rural,Female,97119,2,0,4,Business,6.5,23.36,Urban,21,1,6,4
5619,35,131764,309,Urban,Female,462505,9,0,3,Medical,-8.48,18.4,Urban,14,1,3,19
5620,35,176583,691,Rural,Female,50156,5,0,7,Education,1.02,23.69,Rural,19,0,3,44
5621,58,28573,347,Urban,Male,249364,5,0,8,Business,-1.39,20.77,Urban,11,1,8,25
5622,50,35582,503,Semi-urban,Female,11230,2,1,5,Education,-3.19,20.89,Rural,18,0,7,30
5623,62,156450,456,Semi-urban,Male,299793,5,0,3,Medical,-3.04,22.97,Urban,10,1,3,39
5624,43,85296,325,Urban,Female,308573,6,0,4,Personal,8.61,22.0,Rural,19,1,3,25
5625,20,164572,720,Semi-urban,Male,497844,2,0,10,Education,-4.64,23.72,Semi_urban,15,0,7,24
5626,30,85841,563,Semi-urban,Female,69127,1,0,6,Business,-0.91,21.28,Semi_urban,17,0,5,10
5627,40,41881,828,Semi-urban,Female,434261,6,0,5,Education,-0.14,21.35,Semi_urban,15,1,7,20
5628,23,90233,769,Semi-urban,Female,72160,9,0,4,Business,4.4,23.83,Rural,26,0,8,22
5629,26,85285,553,Rural,Female,339929,9,1,3,Personal,0.38,23.56,Rural,28,1,9,25
5630,45,79547,845,Rural,Male,30811,9,0,6,Personal,2.42,19.25,Semi_urban,25,0,7,24
5631,31,158294,446,Rural,Male,349182,5,0,7,Business,-2.02,19.84,Urban,22,0,9,33
5632,50,27933,625,Rural,Female,64227,10,0,2,Education,4.37,21.75,Rural,23,0,9,32
5633,36,103385,637,Urban,Female,307215,1,0,6,Personal,-0.68,23.64,Urban,28,1,4,37
5634,52,118706,417,Semi-urban,Male,45708,3,0,3,Education,-5.55,21.38,Semi_urban,17,0,4,45
5635,30,158012,464,Semi-urban,Female,211804,8,0,10,Personal,6.34,22.4,Semi_urban,28,0,6,14
5636,47,104590,849,Urban,Female,63131,9,0,8,Personal,5.31,18.56,Urban,23,0,7,39
5637,51,126399,497,Urban,Male,204083,4,0,2,Education,2.55,21.14,Rural,28,1,9,4
5638,20,79145,673,Rural,Male,433751,11,1,5,Business,0.44,18.89,Urban,20,0,4,5
5639,47,194682,428,Rural,Male,199873,3,1,8,Business,-5.83,19.56,Semi_urban,29,0,9,24
5640,61,77520,713,Semi-urban,Male,440603,2,0,9,Business,7.37,19.0,Urban,24,1,3,39
5641,26,24544,679,Urban,Female,185466,5,0,7,Business,-8.06,19.0,Rural,25,0,6,19
5642,21,74812,300,Semi-urban,Female,436064,2,0,9,Education,-2.34,23.95,Semi_urban,22,0,9,40
5643,61,190690,466,Urban,Female,443214,11,0,9,Medical,7.05,19.79,Urban,20,1,8,43
5644,43,139090,315,Rural,Female,321760,9,0,8,Education,1.91,21.39,Urban,20,1,7,15
5645,23,119054,411,Semi-urban,Male,430571,10,0,7,Medical,-1.23,18.12,Urban,24,0,8,8
5646,63,176516,667,Semi-urban,Female,91642,11,0,6,Personal,5.83,22.84,Rural,15,1,9,21
5647,38,175861,401,Urban,Female,426705,9,0,11,Personal,9.79,22.08,Urban,18,1,7,27
5648,45,152689,705,Semi-urban,Male,313647,3,0,3,Medical,-6.22,19.37,Urban,12,0,6,17
5649,30,120834,806,Rural,Female,406423,4,0,8,Personal,-8.99,18.22,Urban,28,0,3,5
5650,59,154405,339,Semi-urban,Male,173451,9,0,3,Education,-0.74,19.65,Rural,19,1,7,28
